年份,城市,省份,省份代码,城市代码,地区生产总值(万元),"常住人口
(万人)","户籍人口数
(万人)","行政区域土地面积
(平方公里)",进出口总额（百万人民币）,出口总额(百万人民币),进口总额(百万人民币),第一产业增加值(万元),第二产业增加值(万元),第三产业增加值(万元),第一产业增加值占GDP比重(%),第二产业增加值占GDP比重(%),第三产业增加值占GDP比重(%),普通高等学校在校学生数(万人),互联网宽带接入用户(万人）),年末金融机构各项贷款余额(万元),年末金融机构存款余额(万元),"一般公共预算支出_教育
(万元)","一般公共预算
支出_科学技术(万元)","一般公共预算支出
(万元)","一般公共
预算收入
(万元)","移动电话年末用户数
(万户)"
2016,广元市,四川省,510000,510800,6572700.0,243.8,304.8,16319,150.248826,123.878895,26.369931,1205500.0,2890800.0,2476400.0,0.183410166293913,0.439819252362043,0.376770581344044,1.31,4755.0,6307341.0,13036998.0,373319.0,11418.0,2305016.0,405700.0,230.0
2017,广元市,四川省,510000,510800,7518100.0,241.3,302.6,16319,170.280396,130.174704,40.105692,1373500.0,3165000.0,2979600.0,0.182692435588779,0.420984025219138,0.396323539192083,1.39,5416.0,7243060.0,14185381.0,411449.0,9827.0,2507023.0,439900.0,248.0
2018,广元市,四川省,510000,510800,8805000.0,237.9,300.5,16319,504.24588,334.112526,170.133354,1465900.0,3596900.0,3742200.0,0.16648495173197,0.408506530380466,0.425008517887564,1.49,6347.0,8145356.0,14800560.0,396617.0,8832.0,2770144.0,476900.0,243.0
2019,广元市,四川省,510000,510800,9532100.0,234.4,298.7,16319,634.24809,302.84415,331.40394,1530200.0,3866800.0,4135100.0,0.160531257540311,0.405660872210741,0.433807870248948,1.68,6885.455,9208687.0,15604161.0,412429.0,9004.0,2590870.0,484900.0,255.0
2020,广元市,四川省,510000,510800,10080100.0,230.7,297.0,16319,264.9161232,245.2372704,19.6788528,1868000.0,4053300.0,4158800.0,0.185315621868831,0.402109106060456,0.412575272070714,1.91,7478.096,10174653.0,16856960.0,442489.0,8118.0,2895387.0,526200.0,264.0
2021,广元市,四川省,510000,510800,11186600.0,228.3,295.23,16319,1004.49855,959.660625,44.837925,1986400.0,4596200.0,4604000.0,0.177569592190657,0.410866572506392,0.411563835302952,2.05,8063.0,11397323.0,18237501.0,452222.0,7275.0,2732265.0,593100.0,272.0
2022,广元市,四川省,510000,510800,11081500.0,227.1,293.08,16319,1460.101788,1206.796862,253.304926,2140200.0,4138200.0,4803100.0,0.193132698641881,0.373433199476605,0.433434101881514,2.17,8773.0,12903233.0,20669133.0,463570.0,4707.0,3027616.0,613500.0,282.0
2023,广元市,四川省,510000,510800,12050700.0,224.9,291.25,16319,1808.253687,1482.343812,325.909875,1978800.0,4103100.0,5968800.0,0.164206228683811,0.340486444770843,0.495307326545346,2.78,9334.0,14693036.0,22574528.0,485214.0,6898.0,3373335.0,681200.0,266.0
2024,广元市,四川省,510000,510800,12793300.0,222.5,289.37,16319,2076.96,1807.19,269.77,2080300.0,4310900.0,6402100.0,0.162608552914416,0.336965442848991,0.500426004236593,2.9,1978.4,16777100.0,24956200.0,494505.0,25364.0,3582400.0,733200.0,291.88
2000,遂宁市,四川省,510000,510900,1157100.0,347.7,370.96,5324,867.415140512754,777.289396117334,90.1257443954197,406100.0,366100.0,384900.0,0.350963615936393,0.316394434361767,0.332641949701841,0.15,,874188.0,1125766.0,22338.8164,3228.675,93171.0,43890.0,8.0
2001,遂宁市,四川省,510000,510900,1233500.0,350.3,372.29,5325,867.177965571061,777.067462830173,90.110502740888,424200.0,398000.0,411300.0,0.343899473044183,0.322659100121605,0.333441426834212,0.19,1090.0,926053.0,1275218.0,25782.1801,3228.6496,119783.0,43014.0,12.0
2002,遂宁市,四川省,510000,510900,1316300.0,351.45,373.17,5325,866.011419742336,775.901978756439,90.1094409858974,444900.0,436200.0,435200.0,0.337992858770797,0.331383423231786,0.330623717997417,0.18,3229.327,983354.0,1448788.0,29937.1683,3228.7902,143599.0,38484.0,19.0
2003,遂宁市,四川省,510000,510900,1469400.0,352.76,376.6,5325,851.376150516968,761.278375040351,90.0977754766172,484200.0,496600.0,488600.0,0.329522253981217,0.337961072546618,0.332516673472166,0.22,3980.0,1046816.0,1650973.0,34982.0,3228.012,161581.0,43564.0,25.0
2004,遂宁市,四川省,510000,510900,1774600.0,357.57,380.03,5325,693.099232,596.75728,96.341952,601000.0,600100.0,573500.0,0.338667868815508,0.338160712273188,0.323171418911304,0.37,3134.3425,1129773.0,1887640.0,38491.0,3232.3211,197470.0,43357.0,38.0
2005,遂宁市,四川省,510000,510900,1961500.0,356.2,374.58,5325,458.407532,386.812074,71.595458,659200.0,676600.0,625700.0,0.336069334692837,0.344940096864644,0.318990568442518,0.65,2288.685,1134641.0,2147245.0,41701.0,3208.5461,240176.0,47799.0,49.0
2006,遂宁市,四川省,510000,510900,2292800.0,356.48,377.39,5325,508.521122,454.631754,53.889368,709200.0,874500.0,709100.0,0.309316120027913,0.381411374738311,0.309272505233775,0.8,2811.683,1275028.0,2463887.0,58460.0,3342.3469,319051.0,62841.0,61.0
2007,遂宁市,四川省,510000,510900,2965800.0,355.73,383.69,5325,852.18028,681.77464,170.40564,898700.0,1209200.0,857900.0,0.30302110728977,0.407714613257806,0.289264279452424,0.87,3471.529,1469038.0,2890137.0,85464.0,2666.0,429741.0,82657.0,82.0
2008,遂宁市,四川省,510000,510900,3739200.0,356.5,384.94,5325,1063.98932,784.657398,279.331922,1027600.0,1637600.0,1074000.0,0.274818142918271,0.437954642704322,0.287227214377407,0.95,3826.884,1620166.0,3700870.0,106009.0,2746.0,717240.0,101727.0,107.0
2009,遂宁市,四川省,510000,510900,4069400.0,357.9,387.05,5325,1144.46574,988.85556,155.61018,1004100.0,1893900.0,1171400.0,0.246743991743255,0.465400304713226,0.28785570354352,0.96,4516.851,2191821.0,4451979.0,134039.0,4099.0,790947.0,131384.0,130.0
2010,遂宁市,四川省,510000,510900,4892600.0,325.4,381.4,5325,1905.61425,1536.879585,368.734665,1072600.0,2436900.0,1383100.0,0.219229039774353,0.498078731144994,0.282692229080652,1.0,5455.639,2763664.0,5231594.0,155829.0,4292.0,888467.0,177685.0,153.0
2011,遂宁市,四川省,510000,510900,5863700.0,321.6,382.7,5325,2564.079012,2154.526504,409.552508,1260500.0,2961400.0,1641800.0,0.214966659276566,0.505039480191688,0.279993860531746,1.06,5233.645,3294749.0,6258669.0,190502.0,4990.0,1100024.0,240145.0,179.0
2012,遂宁市,四川省,510000,510900,6546600.0,317.8,376.1,5323,2913.21875,2399.444375,513.774375,1286100.0,3408700.0,1851800.0,0.196453120703877,0.520682491675068,0.282864387621055,1.24,5719.603,3998701.0,7446697.0,289671.0,7273.0,1333162.0,284546.0,190.0
2013,遂宁市,四川省,510000,510900,7066900.0,313.8,379.4,5325,3441.25158,2500.999956,940.251624,1307600.0,3768400.0,1990900.0,0.185031626314225,0.533246543746197,0.281721829939577,1.34,5346.979,4990228.0,8932912.0,262896.0,8886.0,1441078.0,335604.0,198.0
2014,遂宁市,四川省,510000,510900,8090000.0,309.6,380.4,5325,3868.551156,2580.835992,1287.715164,1364300.0,4596200.0,2129500.0,0.168640296662546,0.568133498145859,0.263226205191595,1.4,5530.0,6150110.0,9894366.0,271036.0,7773.0,1560932.0,396957.0,213.0
2015,遂宁市,四川省,510000,510900,8713500.0,305.4,378.8,5322,3928.750152,2697.644608,1231.105544,1453800.0,4809500.0,2450200.0,0.166844551557927,0.551959602915017,0.281195845527056,1.42,4917.0,7408089.0,11871230.0,336096.0,8382.0,1828440.0,493500.0,214.0
2016,遂宁市,四川省,510000,510900,9268300.0,301.0,377.9,5322,2725.269267,1677.645711,1047.623556,1546200.0,4876600.0,2845500.0,0.166826710399965,0.52615905829548,0.307014231304554,1.38,4755.0,8202049.0,13767616.0,348738.0,9932.0,1999945.0,545580.0,222.0
2017,遂宁市,四川省,510000,510900,10464200.0,294.3,369.7,5322,2351.65194,1196.08137,1155.57057,1634500.0,5222200.0,3607500.0,0.156199231666061,0.499053917165192,0.344746851168747,1.37,5416.0,9227240.0,15548211.0,389278.0,9493.0,2305561.0,601803.0,246.0
2018,遂宁市,四川省,510000,510900,12308500.0,289.4,365.4,5322,2525.795406,1384.955646,1140.83976,1710800.0,5620000.0,4977700.0,0.138993378559532,0.456595035950766,0.404411585489702,1.34,6347.0,10406701.0,15719762.0,424769.0,13268.0,2522120.0,638447.0,275.0
2019,遂宁市,四川省,510000,510900,13397000.0,285.4,362.3,5322,3621.57453,2028.84885,1592.72568,1852200.0,6183100.0,5361700.0,0.138254833171606,0.461528700455326,0.400216466373069,1.43,6885.455,11719567.0,16505141.0,423335.0,20754.0,2680713.0,691500.0,269.0
2020,遂宁市,四川省,510000,510900,13756300.0,281.5,359.3,5322,3693.5475408,1832.3750304,1861.1725104,2182600.0,6149800.0,5423900.0,0.158661849479875,0.447053350101408,0.394284800418717,1.44,7478.096,13088857.0,18737166.0,450318.0,18889.0,2687293.0,799245.0,266.0
2021,遂宁市,四川省,510000,510900,15198700.0,278.2,357.6,5322,4948.752105,3817.9977,1130.754405,2208100.0,7015300.0,5975300.0,0.145282162290196,0.461572371321231,0.393145466388573,1.47,8063.0,14303501.0,21094149.0,454346.0,17296.0,2803315.0,916817.0,262.0
2022,遂宁市,四川省,510000,510900,16144600.0,277.2,354.4,5322,7973.858811,6252.313516,1721.545295,2209900.0,7444900.0,6489800.0,0.136881681800726,0.461138708918152,0.401979609281122,1.75,8773.0,16654883.0,24276757.0,465914.0,27999.0,2857246.0,1033696.0,282.0
2023,遂宁市,四川省,510000,510900,17618000.0,274.8,353.12,5322,10959.873444,4935.50868,6024.364764,1885000.0,8055300.0,7677700.0,0.106992848223408,0.457219888750142,0.43578726302645,1.96865435284092,9334.0,19494245.0,27828729.0,475870.0,33602.0,3100365.0,1136372.0,285.0
2024,遂宁市,四川省,510000,510900,18702600.0,274.8,351.06,5322,4287.0,2822.0,1465.0,1953200.0,8486000.0,8263400.0,0.104434677531466,0.453733705474105,0.441831616994429,2.11001081910474,1978.4,22021200.0,31055500.0,498572.0,22020.0,3252600.0,1030400.0,299.18
2000,内江市,四川省,510000,511000,1358350.0,412.716228997645,419.9215,5386,1925.75925669004,1377.70927987024,548.049976819796,373687.0,479186.0,505477.0,0.275103618360511,0.352770640851032,0.372125740788457,0.36,,1199485.0,1424114.0,27066.4014,1254.0462,108630.0,45566.0,10.0
2001,内江市,四川省,510000,511000,1439089.0,409.1,420.0624,5386,1969.97264780996,1369.75053614847,600.222111661494,368157.0,529646.0,541286.0,0.255826429081176,0.368042560258608,0.376131010660216,0.58,1090.0,1260714.0,1586277.0,30717.945,1295.3503,141814.0,50492.0,13.0
2002,内江市,四川省,510000,511000,1622017.0,402.2,420.2544,5386,2023.64354683465,1347.53828975799,676.105257076663,417302.0,599063.0,605652.0,0.257273505764736,0.369332134003528,0.373394360231736,0.9,3229.327,1327962.0,1772771.0,35064.1889,1346.485,175112.0,53105.0,32.0
2003,内江市,四川省,510000,511000,1830223.0,395.7,421.2469,5386,2075.04429777129,1285.10121711713,789.943080654158,451168.0,702107.0,676948.0,0.246509851531753,0.38361828039534,0.369871868072907,1.12,3980.0,1401984.0,1987972.0,40268.0,1410.2302,190173.0,61623.0,46.0
2004,内江市,四川省,510000,511000,2170024.0,396.3,420.6797,5386,2087.657264,1119.602736,968.054528,533520.0,854230.0,782274.0,0.24585903197384,0.393650024147198,0.360490943878962,1.19,3134.3425,1543001.0,2212228.0,43486.0,1490.3572,243810.0,68182.0,65.0
2005,内江市,四川省,510000,511000,2445015.0,396.6,420.3268,5386,1090.724855,745.772368,344.952487,578260.0,990451.0,876304.0,0.236505706508958,0.405089948323425,0.358404345167617,1.38,2288.685,1462393.0,2556344.0,45548.0,1592.078,306880.0,75741.0,67.0
2006,内江市,四川省,510000,511000,2910930.0,397.1,422.1281,5386,860.077502,730.695188,129.382314,650272.0,1262071.0,998587.0,0.223389775776127,0.433562813258993,0.343047410964881,1.49,2811.683,1573385.0,2895131.0,60991.0,1722.7489,373333.0,88889.0,82.0
2007,内江市,四川省,510000,511000,3658126.0,397.8,423.8329,5386,951.86872,852.33236,99.53636,811912.0,1604010.0,1242204.0,0.221947521763876,0.438478608992692,0.339573869243432,1.63,3471.529,1724738.0,3214215.0,103453.0,1893.0,499009.0,114095.0,107.0
2008,内江市,四川省,510000,511000,4816236.0,395.7,425.053,5386,1169.207585,1069.684302,99.523283,935843.0,2304555.0,1575838.0,0.194310037963256,0.478497108530396,0.327192853506348,1.95,3826.884,1777778.0,4068509.0,103896.0,2790.0,611141.0,138115.0,127.0
2009,内江市,四川省,510000,511000,5364267.0,395.8,425.6133,5386,878.05674,836.38764,41.6691,952955.0,2645480.0,1765832.0,0.177648689000753,0.493167099997073,0.329184211002174,2.02,4516.851,2386843.0,5077090.0,135677.0,2837.0,744038.0,161785.0,152.0
2010,内江市,四川省,510000,511000,6503533.0,370.4,425.5276,5386,1140.322275,1134.365115,5.95716,1097997.0,3324413.0,2081123.0,0.168830849324513,0.511170313120576,0.319998837554911,2.1,5455.639,2669000.0,5998626.0,164752.0,3091.0,924757.0,203856.0,177.0
2011,内江市,四川省,510000,511000,7813923.0,365.3,426.1036,5385,1659.524072,1506.708864,152.815208,1388856.0,3546647.0,2878420.0,0.17774119350805,0.453888142998082,0.368370663493869,2.11,5233.645,3136869.0,7271329.0,177843.0,4243.0,1220287.0,253066.0,203.0
2012,内江市,四川省,510000,511000,8778330.0,360.3,426.5751,5385,1978.905625,1704.438125,274.4675,1700992.0,3617778.0,3459560.0,0.1937717082862,0.412125996630339,0.394102295083461,2.22,5719.603,4060835.0,8886532.0,295020.0,6579.0,1420276.0,309262.0,218.0
2013,内江市,四川省,510000,511000,9151108.0,355.1,426.8372,5385,2248.069668,1953.706872,294.362796,1788766.0,3650958.0,3711384.0,0.195469881898454,0.398963491634019,0.405566626467527,2.34,5346.979,5141141.0,10775875.0,309446.0,6569.0,1589311.0,377491.0,236.0
2014,内江市,四川省,510000,511000,9738558.0,349.8,425.957,5385,1934.67486,1706.346984,228.327876,1870834.0,3735138.0,4132586.0,0.192105853864607,0.383541177246159,0.424352968889234,2.49,5530.0,6080748.0,11343551.0,323837.0,8942.0,1766023.0,450832.0,246.0
2015,内江市,四川省,510000,511000,10180017.0,344.2,420.4297,5386,878.578104,732.14842,146.429684,1949088.0,3752674.0,4478255.0,0.191462155711528,0.368631407982914,0.439906436305558,2.68,4917.0,6881471.0,12021951.0,395454.0,16721.0,1924370.0,502682.0,267.0
2016,内江市,四川省,510000,511000,10864330.0,338.6,420.0643,5385,878.975559,674.392719,204.58284,2051296.0,3854094.0,4958940.0,0.188810170530534,0.354747508590037,0.456442320879428,2.92,4755.0,7316547.0,13669049.0,378257.0,11328.0,2002280.0,536799.0,281.0
2017,内江市,四川省,510000,511000,11821130.0,332.8,415.1418,5385,959.025672,764.033688,194.991984,2169096.0,4226239.0,5425795.0,0.183493117832221,0.357515652056952,0.458991230110827,3.22,5416.0,7826957.0,15129202.0,395664.0,16910.0,2175124.0,560961.0,309.0
2018,内江市,四川省,510000,511000,13188316.0,325.6,411.7708,5385,1424.329176,1165.588836,258.74034,2291807.0,4457853.0,6438656.0,0.173775560124583,0.338015331146145,0.488209108729272,3.47,6347.0,9016885.0,16493625.0,421747.0,16793.0,2433876.0,616958.0,298.0
2019,内江市,四川省,510000,511000,14123944.0,320.0,408.1841,5386,1416.331035,1014.148485,402.18255,2405171.0,4747013.0,6971760.0,0.170290324005816,0.336096843771117,0.493612832223067,3.77,6885.455,10207000.0,17990735.0,474825.0,16049.0,2720495.0,636352.0,322.0
2020,内江市,四川省,510000,511000,14444861.0,314.2,404.9054,5386,1979.8388208,1328.9123088,650.926512,2691185.0,4652483.0,7101193.0,0.186307434872513,0.322085688467338,0.491606876660149,3.87,7478.096,11797254.0,20195152.0,498847.0,11166.0,2765480.0,663379.0,508.0
2021,内江市,四川省,510000,511000,16055299.0,310.4,402.8374,5386,2972.8512,2107.31796,865.53324,2770681.0,5316293.0,7968325.0,0.172571124337205,0.331123886263345,0.49630498939945,4.11,8063.0,13023869.0,21968227.0,454198.0,7824.0,2545471.0,724959.0,694.0
2022,内江市,四川省,510000,511000,16569530.0,308.8,398.852,5386,3979.228021,3506.921279,472.306742,2931773.0,5448830.0,8188927.0,0.176937607765579,0.328846382486407,0.494216009748013,4.14,8773.0,14640679.0,24725651.0,463168.0,8000.0,2585683.0,760101.0,318.0
2023,内江市,四川省,510000,511000,18265100.0,306.0,396.7,5386,11213.836512,10063.885539,1149.950973,2552100.0,6448900.0,9264100.0,0.139725487404942,0.353072252547208,0.507202260047851,6.14,9334.0,17091375.0,27226790.0,474399.0,9912.0,3087009.0,852084.0,320.0
2024,内江市,四川省,510000,511000,19425700.0,302.77445983889,392.87,5386,12056.39,10620.47,1435.92,2668600.0,6793100.0,9964000.0,0.137374714939487,0.349696536032164,0.512928749028349,6.11,1978.4,19054700.0,30572900.0,488330.6827,9909.8453,3508200.0,915200.0,322.0
2000,乐山市,四川省,510000,511100,1511837.0,332.41,345.9,12826,3552.11610095631,2372.03763872694,1180.07846222937,350766.0,680595.0,480476.0,0.232013107233121,0.450177499293905,0.317809393472974,0.37,,1720390.0,1579805.0,31348.3189,4816.7193,141282.0,63380.0,14.0
2001,乐山市,四川省,510000,511100,1677393.0,334.6,346.5,12826,3564.36763363294,2386.10382719588,1178.26380643706,364989.0,770763.0,541641.0,0.217593014874868,0.459500546383585,0.322906438741547,0.53,1090.0,1801881.0,1806525.0,35343.5164,4817.3758,183499.0,69553.0,22.0
2002,乐山市,四川省,510000,511100,1879861.0,336.4,346.9,12826,3539.64153650493,2358.59560664287,1181.04592986206,390190.0,873592.0,616079.0,0.207563218769898,0.464710954692927,0.327725826537175,0.73,3229.327,1895290.0,2076952.0,40106.0177,4818.9151,222774.0,70376.0,39.0
2003,乐山市,四川省,510000,511100,2157127.0,337.41,347.6,12826,3587.46435668346,2411.2392763126,1176.22508037086,426427.0,1035162.0,695538.0,0.197682843893753,0.479879951435405,0.322437204670842,0.98,3980.0,2002839.0,2401292.0,45821.0,4822.5256,247408.0,90150.0,52.0
2004,乐山市,四川省,510000,511100,2579766.0,335.12,347.7,12826,3496.53416,2311.958544,1184.575616,508525.0,1250337.0,820904.0,0.197120591557529,0.484670702691639,0.318208705750832,1.22,3134.3425,2138447.0,2822795.0,52439.0,4831.0,322201.0,107678.0,72.0
2005,乐山市,四川省,510000,511100,2942312.0,337.78,347.9,12826,3423.147596,1994.351282,1428.796314,546975.0,1433734.0,961603.0,0.185899727833078,0.487281430385357,0.326818841781565,2.34,2288.685,2120221.0,3183468.0,56800.0,4850.9244,352526.0,134173.0,89.0
2006,乐山市,四川省,510000,511100,3529595.0,335.9,350.1,12826,3714.141338,2094.909322,1619.232016,647604.0,1773607.0,1108384.0,0.183478274419586,0.502495895421429,0.314025830158984,2.64,2811.683,2413150.0,3771009.0,71469.0,4897.9547,444790.0,172916.0,108.0
2007,乐山市,四川省,510000,511100,4423713.0,336.39,352.45,12826,4342.6444,2631.3642,1711.2802,820163.0,2224219.0,1379331.0,0.18540149417469,0.502794598112491,0.31180390771282,2.92,3471.529,2819722.0,4163124.0,91280.0,5010.0,579250.0,232128.0,133.0
2008,乐山市,四川省,510000,511100,5585939.0,335.63,353.54,12826,5540.80078,3560.474966,1980.325814,884532.0,2965606.0,1735801.0,0.158349742093496,0.530905546945643,0.310744710960861,3.29,3826.884,3308759.0,5183529.0,109832.0,5883.0,836887.0,290522.0,162.0
2009,乐山市,四川省,510000,511100,6090340.0,337.98,353.2,12826,5847.88248,3810.05856,2037.82392,914685.0,3238931.0,1936724.0,0.150186196501345,0.531814479979771,0.317999323518884,3.42,4516.851,4380007.0,6693658.0,137571.0,8565.0,982787.0,342998.0,216.0
2010,乐山市,四川省,510000,511100,7320563.0,323.7,353.4,12826,6609.06285,4574.895795,2034.167055,965281.0,3987242.0,2368040.0,0.131858847468426,0.544663299803581,0.323477852727994,3.68,5455.639,5858716.0,8674057.0,165421.0,10693.0,1185123.0,457695.0,261.0
2011,乐山市,四川省,510000,511100,8852775.0,323.5,354.4,12826,5157.868504,3220.486856,1937.381648,1220825.0,4702914.0,2929036.0,0.137903086885186,0.531236137821192,0.330860775293623,3.93,5233.645,6950433.0,10332022.0,201091.0,12195.0,1441546.0,602039.0,302.0
2012,乐山市,四川省,510000,511100,9892550.0,323.6,355.1,12723,5967.395625,4158.17,1809.225625,1357079.0,5228910.0,3306561.0,0.137181919727472,0.528570489914127,0.334247590358401,4.27,5719.603,8074460.0,12645794.0,303390.0,14388.0,1687162.0,704039.0,289.0
2013,乐山市,四川省,510000,511100,10969340.0,322.7,356.0,12723,6934.773768,5118.308208,1816.46556,1409749.0,5993319.0,3566272.0,0.128517212521446,0.546370064197117,0.325112723281437,4.37,5346.979,9317463.0,15245602.0,336068.0,15869.0,1936946.0,751097.0,293.0
2014,乐山市,四川省,510000,511100,11958063.0,321.4,355.7,12723,6820.96512,5158.170588,1662.794532,1501343.0,6518909.0,3937811.0,0.125550684922801,0.545147571140911,0.329301743936288,4.29,5530.0,10886135.0,17134740.0,321614.0,18374.0,2154123.0,787878.0,306.0
